title,url,published_date,publisher
"Jamie Dimon, Here's Why You're Wrong About Bitcoin - Forbes",https://www.forbes.com/sites/laurashin/2017/09/18/jamie-dimon-heres-why-youre-wrong-about-bitcoin/,2017-09-18T07:00:00+00:00,"{'name': 'Forbes', 'url': 'https://www.forbes.com'}"
What Jamie Dimon Is Missing About Bitcoin - The New York Times,https://www.nytimes.com/2017/09/18/business/dealbook/bitcoin-jamie-dimon.html,2017-09-18T07:00:00+00:00,"{'name': 'The New York Times', 'url': 'https://www.nytimes.com'}"
What's an ICO? Like an IPO But With Digital Coins - Bloomberg,https://www.bloomberg.com/news/articles/2017-09-18/what-s-an-ico-like-an-ipo-but-with-digital-coins-quicktake-q-a,2017-09-17T07:00:00+00:00,"{'name': 'Bloomberg', 'url': 'https://www.bloomberg.com'}"
Ethereum will match Visa in scale in a ‘couple of years’ says founder - TechCrunch,https://techcrunch.com/2017/09/18/ethereum-will-replace-visa-in-a-couple-of-years-says-founder/,2017-09-18T07:00:00+00:00,"{'name': 'TechCrunch', 'url': 'https://techcrunch.com'}"
Justin Trudeau says Canada will not buy from Boeing while it is ‘busy trying to sue us’ - CNBC,https://www.cnbc.com/2017/09/18/justin-trudeau-says-canada-will-not-buy-from-boeing-while-it-is-busy-trying-to-sue-us.html,2017-09-18T07:00:00+00:00,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
Hurricanes hit the poor the hardest | Brookings - Brookings Institution,https://www.brookings.edu/articles/hurricanes-hit-the-poor-the-hardest/,2017-09-18T07:00:00+00:00,"{'name': 'Brookings Institution', 'url': 'https://www.brookings.edu'}"
Does Your Mobile Anti-Virus App Protect Or Infect You? The Truth Behind DU Antivirus Security - Check Point Blog,https://blog.checkpoint.com/securing-user-and-access/does-your-mobile-anti-virus-app-protect-or-infect-you/,2017-09-18T07:00:00+00:00,"{'name': 'Check Point Blog', 'url': 'https://blog.checkpoint.com'}"
All That's Needed To Hack Gmail And Rob Bitcoin: A Name And A Phone Number - Forbes,https://www.forbes.com/sites/thomasbrewster/2017/09/18/ss7-google-coinbase-bitcoin-hack/,2017-09-18T07:00:00+00:00,"{'name': 'Forbes', 'url': 'https://www.forbes.com'}"
Hilton hotels senior executive dismisses Airbnb as a 'lodging' company; says Hilton is more about hospitality - CNBC,https://www.cnbc.com/2017/09/18/hilton-executive-dismisses-airbnb-as-a-lodging-company.html,2017-09-18T07:00:00+00:00,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
Saudis May Raise Domestic Gasoline Prices by 80% - Bloomberg,https://www.bloomberg.com/news/articles/2017-09-18/saudis-said-to-weigh-raising-gasoline-prices-by-end-of-november,2017-09-18T07:00:00+00:00,"{'name': 'Bloomberg', 'url': 'https://www.bloomberg.com'}"
