title,url,published_date,publisher
"Tesla buys $1.5 billion in bitcoin, plans to accept it as payment - CNBC",https://www.cnbc.com/2021/02/08/tesla-buys-1point5-billion-in-bitcoin.html,2021-02-08T08:00:00+00:00,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
Tesla (TSLA) Bets $1.5 Billion on Bitcoin (BTC USD) in New Policy; Crypto Surges - Bloomberg,https://www.bloomberg.com/news/articles/2021-02-08/tesla-bets-1-5-billion-on-bitcoin-in-new-policy-crypto-surges,2021-02-08T08:00:00+00:00,"{'name': 'Bloomberg', 'url': 'https://www.bloomberg.com'}"
Tesla bitcoin buy: Tesla invests $1.5B in bitcoin cryptocurrency - USA TODAY,https://www.usatoday.com/story/money/cars/2021/02/08/tesla-buys-bitcoin-elon-musk-dogecoin-cryptocurrency/4432952001/,2021-02-08T08:00:00+00:00,"{'name': 'USA TODAY', 'url': 'https://www.usatoday.com'}"
Bitcoin price soars: How much $100 would be worth today if you invested earlier - Fortune,https://fortune.com/2021/02/08/bitcoin-price-how-much-would-it-be-worth-now-historical-value-btc-usd-investment-tesla-elon-musk/,2021-02-08T08:00:00+00:00,"{'name': 'Fortune', 'url': 'https://fortune.com'}"
How blockchain could make fashion greener - CNN,https://www.cnn.com/2021/02/08/business/textilegenesis-blockchain-fashion-spc-intl/index.html,2021-02-08T08:00:00+00:00,"{'name': 'CNN', 'url': 'https://www.cnn.com'}"
"Tesla (TSLA) buys $1.5B in bitcoin, pushing the crypto to all-time high; plans to accept as payment - Electrek",https://electrek.co/2021/02/08/tesla-tsla-buys-1-5b-in-bitcoin-pushing-the-crypto-to-all-time-high-plans-to-accept-as-payment/,2021-02-08T08:00:00+00:00,"{'name': 'Electrek', 'url': 'https://electrek.co'}"
What Bloomberg Gets Wrong About Bitcoin's Climate Footprint - CoinDesk,https://www.coindesk.com/markets/2021/02/08/what-bloomberg-gets-wrong-about-bitcoins-climate-footprint/,2021-02-08T08:00:00+00:00,"{'name': 'CoinDesk', 'url': 'https://www.coindesk.com'}"
"As it builds Austin factory, Tesla invests $1.5 billion in Bitcoin - Austin American-Statesman",https://www.statesman.com/story/business/2021/02/08/builds-austin-factory-tesla-invests-1-5-billion-bitcoin/4437495001/,2021-02-08T08:00:00+00:00,"{'name': 'Austin American-Statesman', 'url': 'https://www.statesman.com'}"
Apple and Bitcoin – how it could disrupt the industry - 9to5Mac,https://9to5mac.com/2021/02/08/apple-and-bitcoin-4-ways-to-make-a-crypto-move/,2021-02-08T08:00:00+00:00,"{'name': '9to5Mac', 'url': 'https://9to5mac.com'}"
"Dogecoin Price Madness: How Billionaires, Musicians And YouTubers Memed Dogecoin To $10 Billion - Forbes",https://www.forbes.com/sites/billybambrough/2021/02/08/dogecoin-price-madness-how-billionaires-musicians-and-youtubers-memed-dogecoin-to-10-billion/,2021-02-08T08:00:00+00:00,"{'name': 'Forbes', 'url': 'https://www.forbes.com'}"
