title,url,published_date,publisher
"[UPDATE] Bitcoin Surges To Over $7,000--Here's Why - Forbes",https://www.forbes.com/sites/billybambrough/2019/05/11/bitcoin-just-bounced-to-almost-7000-heres-why/,2019-05-11T07:00:00+00:00,"{'name': 'Forbes', 'url': 'https://www.forbes.com'}"
'Soft' Skills Are in Demand. Can They Be Taught? - Fortune,https://fortune.com/2019/05/11/soft-skills-training/,2019-05-11T07:00:00+00:00,"{'name': 'Fortune', 'url': 'https://fortune.com'}"
"In China Tech, '996' Means Work, Work and More Work - Bloomberg",https://www.bloomberg.com/news/articles/2019-05-11/in-china-tech-996-means-work-work-and-more-work-quicktake,2019-05-11T07:00:00+00:00,"{'name': 'Bloomberg', 'url': 'https://www.bloomberg.com'}"
This robot can pick tomatoes without bruising them and detect ripeness better than humans - CNBC,https://www.cnbc.com/2019/05/11/root-ai-unveils-its-tomato-picking-robot-virgo.html,2019-05-11T07:00:00+00:00,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
How Phunware Shares Gained Nearly 2000% in January - Nasdaq,https://www.nasdaq.com/articles/how-phunware-shares-gained-nearly-2000-january-2019-02-11,2019-02-11T08:00:00+00:00,"{'name': 'Nasdaq', 'url': 'https://www.nasdaq.com'}"
$1 million grant for Elkhorn Slough to help restore wetlands - The Mercury News,https://www.mercurynews.com/2019/05/11/1-million-grant-for-elkhorn-slough-to-help-restore-wetlands/,2019-05-11T07:00:00+00:00,"{'name': 'The Mercury News', 'url': 'https://www.mercurynews.com'}"
Uber's Dismal Debut Is a Rare Event on Wall Street (Published 2019) - The New York Times,https://www.nytimes.com/2019/05/10/business/dealbook/uber-market-debut-rare.html,2019-05-10T07:00:00+00:00,"{'name': 'The New York Times', 'url': 'https://www.nytimes.com'}"
Arabic Numerals in School Draw Strong Opposition in Brookings Register Poll - Dakota Free Press,https://dakotafreepress.com/2019/05/11/arabic-numerals-in-school-draw-strong-opposition-in-brookings-register-poll/,2019-05-11T07:00:00+00:00,"{'name': 'Dakota Free Press', 'url': 'https://dakotafreepress.com'}"
[VIEW] China-US trade negotiations: Need to persevere until impending end - 코리아타임스,https://www.koreatimes.co.kr/www/opinion/2024/03/733_268548.html,2019-05-11T07:00:00+00:00,"{'name': '코리아타임스', 'url': 'https://www.koreatimes.co.kr'}"
"Happy 24th Birthday, Sega Saturn: The Console Doomed By Its American Launch - Forbes",https://www.forbes.com/sites/mattgardner1/2019/05/11/happy-24th-birthday-sega-saturn-the-console-doomed-by-its-american-launch/,2019-05-11T07:00:00+00:00,"{'name': 'Forbes', 'url': 'https://www.forbes.com'}"
