title,url,published_date,publisher
Ukraine raises $13 million in crypto after crowdfunding appeal - Reuters.com,https://www.reuters.com/world/china/ukraines-government-raises-crypto-worth-8-million-crowdfunding-appeal-2022-02-27/,2022-02-28T08:00:00+00:00,"{'name': 'Reuters.com', 'url': 'https://www.reuters.com'}"
Ukraine government raises over $10 million in cryptocurrency donations - CNBC,https://www.cnbc.com/2022/02/27/ukraine-government-raises-over-10-million-in-cryptocurrency-donations.html,2022-02-27T08:00:00+00:00,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
BitConnect founder charged with orchestrating $2 billion Ponzi scheme - CNN,https://www.cnn.com/2022/02/27/business/bitconnect-ponzi-scheme-satish-kumbhani/index.html,2022-02-27T08:00:00+00:00,"{'name': 'CNN', 'url': 'https://www.cnn.com'}"
What Has War in Ukraine Done to Bitcoin Prices? - Bloomberg,https://www.bloomberg.com/news/articles/2022-02-27/bitcoin-steady-amid-ukraine-conflict-north-korea-missile-test,2022-02-27T08:00:00+00:00,"{'name': 'Bloomberg', 'url': 'https://www.bloomberg.com'}"
New DAO Raises $3M in ETH for Ukrainian Army - CoinDesk,https://www.coindesk.com/tech/2022/02/27/new-dao-raises-3-million-in-eth-for-ukrainian-army/,2022-02-27T08:00:00+00:00,"{'name': 'CoinDesk', 'url': 'https://www.coindesk.com'}"
Ukraine is raising crypto donations to fund its army against Russia's invasion - New York Daily News,https://www.nydailynews.com/2022/02/27/ukraine-is-raising-crypto-donations-to-fund-its-army-against-russias-invasion/,2022-02-27T08:00:00+00:00,"{'name': 'New York Daily News', 'url': 'https://www.nydailynews.com'}"
"'Saturday Night Live,' Hosted by John Mulaney, Pays Tribute to Ukraine - The New York Times",https://www.nytimes.com/2022/02/27/arts/television/snl-ukraine-john-mulaney.html,2022-02-27T08:00:00+00:00,"{'name': 'The New York Times', 'url': 'https://www.nytimes.com'}"
"Wall Street's Most Feared Activist Investor Is Changing His Game After Shaking Up Twitter, AT&T And Samsung - Forbes",https://www.forbes.com/sites/kevindowd/2022/02/27/wall-streets-most-feared-activist-investor-is-changing-his-game-after-shaking-up-twitter-att-and-samsung/,2022-02-27T08:00:00+00:00,"{'name': 'Forbes', 'url': 'https://www.forbes.com'}"
76ers vs. New York Knicks | Photo Gallery (02/27/2022) - NBA.com,https://www.nba.com/sixers/gallery/2022/02/27/philadelphia-76ers-vs-new-york-knicks,2022-02-27T08:00:00+00:00,"{'name': 'NBA.com', 'url': 'https://www.nba.com'}"
ETH staking post merge: yield estimates and risk - coinbase.com,https://www.coinbase.com/institutional/research-insights/research/market-intelligence/eth-staking-post-merge-yield-estimates-and-risk,2022-02-22T08:00:00+00:00,"{'name': 'coinbase.com', 'url': 'https://www.coinbase.com'}"
