title,url,published_date,publisher
[Updated] The Real Reason Behind Bitcoin And Crypto's Massive $50 Billion Crash? - Forbes,https://www.forbes.com/sites/billybambrough/2020/03/12/the-real-reason-behind-bitcoin-ethereum-ripples-xrp-and-litecoins-50-billion-crash/,2020-03-12T07:00:00+00:00,"{'name': 'Forbes', 'url': 'https://www.forbes.com'}"
"Bitcoin is also having a very, very bad day - TechCrunch",https://techcrunch.com/2020/03/12/bitcoin-is-also-having-a-very-very-bad-day/,2020-03-12T07:00:00+00:00,"{'name': 'TechCrunch', 'url': 'https://techcrunch.com'}"
"Bitcoin crashes to below $4,000 in massive coronavirus-driven selloff - SiliconANGLE News",https://siliconangle.com/2020/03/12/bitcoin-crashes-4000-massive-coronavirus-sell-off/,2020-03-12T07:00:00+00:00,"{'name': 'SiliconANGLE News', 'url': 'https://siliconangle.com'}"
Down 26%: Bitcoin Sees Worst Sell-Off in 7 Years as Coronavirus Spurs Flight to Safety - CoinDesk,https://www.coindesk.com/markets/2020/03/12/down-26-bitcoin-sees-worst-sell-off-in-7-years-as-coronavirus-spurs-flight-to-safety/,2020-03-12T07:00:00+00:00,"{'name': 'CoinDesk', 'url': 'https://www.coindesk.com'}"
"Stock market live Thursday: Dow tanks 2,300 in worst day since Black Monday, S&P 500 bear market - CNBC",https://www.cnbc.com/2020/03/12/stock-market-today-live.html,2020-03-12T07:00:00+00:00,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
"Stock Market Today: Dow, S&P Live Updates for Mar. 13, 2020 - Bloomberg",https://www.bloomberg.com/news/articles/2020-03-12/asia-stocks-set-to-tumble-after-wall-street-rout-markets-wrap,2020-03-12T07:00:00+00:00,"{'name': 'Bloomberg', 'url': 'https://www.bloomberg.com'}"
Binance Futures now allows users to trade against bitcoin (BTC) - CryptoNinjas,https://www.cryptoninjas.net/2020/03/12/binance-futures-now-allows-users-to-trade-against-bitcoin-btc/,2020-03-12T07:00:00+00:00,"{'name': 'CryptoNinjas', 'url': 'https://www.cryptoninjas.net'}"
Lagarde in damage-control mode after saying ECB ‘not here to close spreads’ amid Italy bond selloff - MarketWatch,https://www.marketwatch.com/story/lagarde-in-damage-control-mode-after-saying-ecb-not-here-to-close-spreads-amid-italy-bond-selloff-2020-03-12,2020-03-12T07:00:00+00:00,"{'name': 'MarketWatch', 'url': 'https://www.marketwatch.com'}"
Bitcoin Lost Roughly 50% Of Its Value In A Day - Forbes,https://www.forbes.com/sites/cbovaird/2020/03/12/bitcoin-lost-roughly-50-of-its-value-in-a-day/,2020-03-12T07:00:00+00:00,"{'name': 'Forbes', 'url': 'https://www.forbes.com'}"
"Stocks post biggest rally since 2008, clawing back some of their coronavirus collapse - CNBC",https://www.cnbc.com/2020/03/12/futures-stock-market-coronavirus-concerns.html,2020-03-12T07:00:00+00:00,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
